#MenusAndUI

sytx901	&Nová Hra
drdo060	Na¹li sme spôsob, ako spravi» ¾ivot v Krajine màtvych ZNESITE¼NÝ. Preèo by sme chceli odís»?
drma061	Má¹ tu pekný ostrov.
drdo062	Veru. Predchádzajúci majitelia nevedeli, èo tu majú. Bol za babku.
drdo063	Vy»a¾ili v¹etok koral, kam a¾ doèiahli so ¾eriavom, a potom opustili továreò!
drdo064	Ale my sme vedeli, ¾e máme prostriedky na to, aby sme sa dostali a¾ k okraju ve½kého útesu.
drma065	Chce¹ ma zase pouèova» o tajomstve úspechu?
drdo066	Nie!
drdo067	Práca otrokov, Manny!
drdo068	To je skutoèná cesta k úspechu!
drma069	No, musím sa vráti» k pokusu o útek.
drdo070	Ha ha ha. Hej, mô¾e¹ to skúsi», decko.
fobi114	AAAAAIIIIIIEEEE!
fopu115	AAAAAAAAAHHHHH!
fobi116	AH-HAAAAAAAA!
fopu117	AHHHHHH-HAAAA!
fobi118	AAAAAIIIIIIIEEEEE!
fopu119	AAAAAAIIIIIIEEEEE!
fopu120	No jasné, si sprostá.
fobi121	Tvoje ¾iarovky nefungujú.
fopu122	Tvoje ¾iarovky smrdia.
fobi123	Ha-ha, nikto si nemyslí, ¾e si vtipný.
fopu124	No jasné, ka¾dý v tejto klietke je múdrej¹í ako ty.
fobi125	Ka¾dý okrem teba.
fopu126	Áno, preto¾e ja som OVE¼A múdrej¹í ako ty.
fobi127	Mo¾no v tvojich snoch.
fopu128	V tvojej detskej postie½ke, ktorá je mokrá, preto¾e v nej moèí¹.
fobi129	TICHO!
fopu130	Noèný pomoèovaè!
fobi131	POVEDALA SOM TICHO!
fopu132	Nie, vá¾ne. Tu dole musím spa» s dá¾dnikom!
fobi133	No jasné, ja som aspoò nikdy nepo¾iadala Meche o ruku.
fopu134	Èo¾e?
fobi135	"Sleèna Colomar, ste taká krááásna... Vydáte sa za mòa?"
fopu136	To som nikdy nepovedal!
fobi137	"Óóóó, sleèna Coooolooomaaaarr..."
fopu138	Sprostá Bibi, noèný pomoèovaè!
fobi139	Pugsy, hnusné ¾rádlo pre psy.
foma140	ZAVRIETE KONEÈNE TIE ZOBÁKY?!?
fobi141	Búú húú húú...
fobi142	...húú húú húú...
fobi143	*smrk* *smrk*
fobi144	...vaaa-haaa-haaa...
fobi145	...vaaaa-húú-húú...
fobi146	...búú-húú...
fopu147	Búú húú húú...
fopu148	...húú húú húú...
fopu149	*smrk*
fopu150	...vaaa-haaa-haaa...
fopu151	...vaaaa-húú-húú...
fopu152	...búú-húú...
fotx153	hammer
foma154	Toto je to najmen¹ie kladivko, aké som kedy videl!
foma155	Mohol by som postavi» malú búdku pre vtáky, keby som mal zopár malièkých klinèekov a drevo!
fotx156	desk
foma157	Viac sa mi páèil môj bývalý stôl.
foma158	®iadne ¹uplíky.
fotx159	angelito
foma160	To je smutné.
foma161	Ve½mi, ve½mi smutné.
foma162	Rád by som ich zobral a riadne ich vystískal!
foma163	...ale bojím sa tam strèi» ruku.
foma164	Príli¹ jednoduché.
foma165	Hej, de»úrence!
foma166	Pozrite na moju PÍLU NA KOSTI!
foma167	Na, zoberte si moje kladivo...
fopu168	A-a-a... »uky »uk!
foma169	Je mi ½úto, deti, ale tieto panèuchy sú v¹etko, èo zostalo z na¹ej úbohej Meche.
fopu170	Èo¾e?
foma171	Hej! To bol vtip!
fobi172	*smrk* To nebolo vtipné.
fotx173	angelita
fotx174	cage door
foma175	To sú dvierka na klietke.
fopu176	Ach.
foma177	Le»te! Buïte slobodní! Pohryzte Domina!
fopu178	Nechajte nás napokoji.
fobi179	Ak by sme odtia½to zasa u¹li, ublí¾ili by Meche!
foma180	Posledná ¹anca.
fopu181	Vy»ahané gate!
fobi182	Hi hi.
fopu183	He, he-he.
fobi184	Á ha ha!
fopu185	HA HA HA!
foma186	Tak fajn. Zostaòte si tam.
fobi187	On JE ale krutý.
foma188	To je trochu prehnané, keï¾e to nie je zamknuté.
fotx189	door
foma001	Hola, anjelikovia!
fopu002	Pokú¹em vás, prisahám.
fobi003	Prosím, u¾ nikoho nepohryz, Pugsy.
fobi004	Preto nás predsa dali do klietky!
fopu005	Ahoj, pán Ukrutný boss.
foma006	Ako sa majú moji odvá¾ni vojaci?
fobi007	Pri¹li ste nás oslobodi»?
foma008	Pracujem na tom.
foma009	Zmena plánu. Meche je nav¾dy zamknutá. Ideme bez nej.
fobi010	Nemô¾eme odís» bez Meche!
fopu011	Nemô¾eme odís» bez Meche!
foma012	Hej! Nebite a nekú¹te sa!
fobi013	On zaèal.
fopu014	Ona zaèala.
fobi015	Nezaèala.
fopu016	Nezaèala.
fobi017	To ty.
fopu018	To ty.
foma019	Nenú»te ma tam vojs»!
foma020	Hej deti, nemá niekto z vás náhodou zbraò?
fopu021	Jasné ¾e máme.
fopu022	Hore ruky!
foma023	Uká¾ mi ju.
fobi024	(®iadnu nemá. Je to hrozný klamár.)
foma025	Hej, hej. Neplaète deti...
foma026	Prosím...
foma027	...prestaòte plaka»...
foma028	Preèo som v tom taký zlý?
foma029	Preèo ma chce¹ pohrýz»?
fopu030	Ste nový podlý ¹éf.
fobi031	Pán Hurley povedal, ¾e ste podlej¹í ako on!
fopu032	Povedal, ¾e máte PÍLU NA KOSTI.
foma033	Volám sa Manny Calavera. A vy?
fopu034	Pán Hurley nám o vás hovoril.
fopu035	Ste ten, èo okabátil Meche.
fobi036	Úbohá Meche...
foma037	Nikoho som neokabátil.
fopu038	Pán Hurley povedal, ¾e sa mal postara» o Meche, ale vy ste mu ten prípad ukradli.
fobi039	Je to pravda?
foma040	Pokúsim sa vám vysvetli» túto zále¾itos».
foma041	Viete, mal som takú prácu, predáva» cestovné balíèky pris»ahovaleckým du¹iam...
foma042	Keby som ich predal dos», mohol by som odís» z Krajiny màtvych.
foma043	Mal som ale zlé výsledky, a preto som potreboval skutoène dobrú zákazku, tak...
fobi044	Ste zlý èlovek!
fopu045	Choïte preè, zlý èlovek!
fobi046	Áno, odíïte!
foma047	Meche je moja priate½ka. Mô¾ete sa jej opýta».
fopu048	U¾ o vás hovorila.
fobi049	V¾dy keï vyslovila va¹e meno, vyzerala tak smutne.
fopu050	Neviem, èo ste jej urobili, ale bude vás to mrzie»!
foma051	Èo vy dvaja robíte v tej klietke?
fobi052	Vyrábame ¾iarovky.
fopu053	Pozrite, robíme ako len vládzeme!
fopu054	Preèo nás nenecháte napokoji?
foma055	Poèujte, deti. Pri¹iel som pomôc».
fobi056	Tu ale naozaj nie je ve½a miesta...
fopu057	Va¹e ruky sú príli¹ ve½ké na výrobu ¾iaroviek!
foma058	Pri¹iel som vám pomôc» dosta» sa von z klietky.
fopu059	To nesmiete urobi»!
fopu060	Musíme tu zosta» a stara» sa o Meche!
fobi061	Bola by tu sama ve½mi smutná.
fobi062	Obèas ju poèujeme plaka», viete.
foma063	Moje ruky nie sú príli¹ ve½ké na výrobu ¾iaroviek.
fopu064	Tak preèo potom NEPOMÁHATE?
foma065	Viete, ja chcem naozaj pomôc».
foma066	Keï nad tým tak rozmý¹½am, ani nechcem.
fopu067	Tak preèo sa k tomu nemáte?
foma068	Moja ri» sa nezmestí na tie malé bidielka.
fobi069	Ehm! Poviem Meche, ¾e ste povedali to slovo.
fopu070	Povedal som ti, ¾e je zlý.
foma071	Lebo nemám to malinké náradie, to je v¹etko.
fopu072	Tu, vezmite si moje kladivo.
fopu073	HA HA HA!
fopu074	AH-HA HA HA!
fobi075	Hi hi.
fobi076	Tee hi hi!
fopu077	He he he!
fobi078	Hi.
foma079	Som v námorníckych odboroch. Nemô¾eme robi» továrenskú prácu.
fobi080	Tomu som nerozumela.
fopu081	Znamená to, ¾e nám nechce pomáha», preto¾e je ZLÝ.
foma082	Mo¾no sa mi len nechce.
fobi083	Ani nám sa nechce.
fobi084	Ale nemáme na výber.
foma085	Ste dve zlé deti. Som rád, ¾e ste v klietke.
fobi086	Hi-hi, hi-hi...
fopu087	Ha ha ha, ha...
foma088	VE¼MI zlé.
fobi089	HI HI HI HI-HI!
fopu090	AH-HA-HA-HA-AH!
foma091	Som ten, ktorý zoberie Meche preè odtia½to.
fobi092	Èo¾e?
fopu093	To nesmiete!
fobi094	Kto by sa o nás staral?
fobi095	A-hú! Boli by sme úplne osamelí!
foma096	Zachránim aj vás! Aj Meche, aj ostatných!
fopu097	MECHE nás zachráni.
fobi098	Povedala nám, ¾e nás vezme do Krajiny kolibríkov a motý½ov.
fopu099	A budeme býva» vo ve½kom strome.
fobi100	A ten strom nás bude chráni», kàmi» a stara» sa o nás.
foma101	No... to je pravda.
foma102	Ale chcem pomôc», OK?
foma103	Pohryznete ma a za¾alujem va¹ich rodièov.
fobi104	Na¹i rodièia?
fopu105	Na¹i rodièia?
foma106	Máte peknú klietku.
fopu107	Pán Hurley tu chová démonie havrany s ½udskými hlavami.
fobi108	Povedal, ¾e ak sa pokúsime odtia½to dosta», po¹le ich za nami.
fopu109	...a ¾e si z na¹ich kostí postavia hniezda.
foma110	OK, do práce!
fopu111	Tak zlý...
foma112	Deti, len tu poèkajte a buïte statoèní malí anjelikovia, OK?
fobi113	OK.
cytx001	ground
cyma002	Á, pevnina.
cytx003	conveyor belt
cyma004	Tento pohyblivý pás vyzerá, ako by sa mal èochví½a rozpadnú».
cytx005	lever
cyma006	Aké pohodlné!
cytx007	surface
cyma008	VZDUCH!
cytx009	lit path
cyma010	Táto cesta vedie k miestu kde sme pristáli.
cytx011	more belt
cyma012	Pohyblivý pás pokraèuje týmto smerom.
cwma001	Bezpeènostná bariéra je sklopená. E¹te krok a budem nasledova» Glottisa do Predpeklia.
cwma002	Ó, Glottis...
cwma003	Ó, pán Extra-drtiè, to ste naozaj nemali robi»!
cwma004	Keby len moja zará¾ka mala taký ve½ký pás.
cwtx005	sign
cwma006	"VÝSTRAHA...
cwma007	Nepribli¾ujte sa ku okraju...
cwma008	...silný prúd."
cwtx009	anchor
cwma010	Ó, iste. PRÁVE som na¹iel skutoènú hrdzavú kotvu...
cwma011	Hmmm...
cwma012	Èo tam asi robí tá stará kotva?
cwma013	Neviem, ako by som sa dostal dole bez toho, aby ma stiahol prúd.
cwtx014	lock
cwma015	"VAROVANIE: Neodomykajte bez zabezpeèenia pohyblivého pásu proti prúdu."
cwma016	Je to taká zvlá¹tne vec s týmito zámkami...
cwma017	...»a¾ko sa otvárajú, keï sa pou¾ívajú.
cwma018	Nemô¾em to da» dole holými rukami...
cwma019	Keby som len nezahodil ten posilòovaè ruky, èo mi dal Domino pod stromèek...
cwma020	Hmmmmm...
cwma021	Zrejme sa mi to nepodarilo otvori».
cwma022	Nepasuje to tam.
cwma023	Moja kosa by to nepre»ala.
cwtx024	lit path
cwma025	Táto cesta vedie spä» k miestu »a¾enia.
actx001	anchor
acma002	Tak, hrdzavá kotva, koneène sa stretávame!
acma003	Ja by som aj chcel, ale môj tréner mi povedal, ¾e nemám zdvíha» viac ako 900 kíl mimo sezónu.
acma004	Necítim taký druh nepriate½stva k starej hrdzavej kotve.
acma005	Nemyslím, ¾e by ju zaujal jemný, lesklý vzh½ad hodvábu.
acma006	Nechcem spravi» niè, èo by ju mohlo uvo½ni».
actx007	anchor
ghma001	GLOTTIS!
ghma002	SI OK!
ghgl003	No, trochu to bolelo, keï som hlavou spravil dieru do kormy...
ghma004	Musím ti poveda», kamo¹ko, myslel som si, ¾e si màtvy!
ghgl005	Och, Manny, mám sa tu vynikajúco! Poèúvaj...
ghgl006	Pýtam sa »a, existuje nejaký stroj, ktorý by odolal láske, èo sa ukrýva v týchto rukách?
ghma007	Zjavne nie.
ghma008	Bli¾¹ie k priepasti u¾ by» nechcem.
ghtx009	Glottis
ghma010	Som tak rád, ¾e ho opä» vidím.
ghma011	Myslím, ¾e táto ma¹inka je ná¹ lístok odtia½to.
ghgl012	Ó áno, dobrá poznámka!
ghgl013	Ja som ju opravoval len tak, pre zábavu, ale tvoj nápad je tie¾ dobrý!
ghma014	Hej, zi¹la by sa ti moja kosa?
ghgl015	Nie, to skutoène nie je ten typ práce. Ale vïaka.
ghma016	Hej, potrebuje¹ kladivo?
ghgl017	Ha ha ha!
ghgl018	Mo¾no po veèery, keï mi nieèo zostane medzi zubami!
ghma019	Hej, Glottis!
ghma020	Pozri na moju fe¹nú pi¹to½ku!
ghgl021	Wow. Je nabitá?
ghma022	Uch...nie.
ghgl023	Hm.
ghma024	Hej! Toto sa ti nezíde?
ghgl025	Á, s tým by sa to otváralo lep¹ie ako s mojou hlavou!
ghgl026	Ale na to je u¾ neskoro.
ghtx027	chain
ghgl028	Hej, kto je tam hore?
ghma029	Nebude také jednoduché vy¹plha» sa HORE.
cvtx001	crane
cvma008	Hej, tieto kolesá nemajú du¹e!
cvma009	Meche!
cvma010	¡Es enorme!
cvma003	Ú, aj by som, ale tie krí¾e...
cvtx004	cabin
cvma005	To je riadiaca miestnos» ¾eriavu.
cvtx006	belt
cvma007	Brrrr.
buma001	U¾ rozumiem, preèo nedávajú tieto vecièky zaèiatoèníkom.
bugl002	Ó áno, toto by malo staèi» tak akurááát.
bugl003	Daj mi e¹te chví½u, nech to premyslím.
butx004	coral crusher
buma005	Mô¾e¹ vsadi» svoj ve½ký oran¾ový zadok, ¾e to bude staèi»!
buma006	Nemô¾em uveri», ¾e som to znièil!
buma007	Glottis na tom práve robí.
buma008	Mo¾no, keby som mal k dispozícii nejaký ve½ký oce½ový vlas...
buma009	U¾ trpia, nepotrebujú lekciu od Extra-drtièa.
butx010	Glottis
buma011	Rozmý¹½a.
buma012	Nechcem ho vyru¹i».
butx013	scoop
buma014	Tento naberák vyzerá »a¾¹í ako moja posledná loï.
buma015	Nie je to vreckové zariadenie.
buma016	Naberák u¾ splnil svoju úlohu.
butx017	Edge of the World
buma018	Je to okraj sveta, ale nie okraj, ktorý h½adám.
buma019	Nemám dos» dlhú tyè.
buma020	Mohol by som skoèi», ale ¹anca, ¾e sa trafím do tej lode, je dos» malá.
buma021	...ak uvá¾ime, ¾e u¾ tam nie je.
buma022	Nasledova» Glottisa? Nemyslím, ¾e som na to pripravený.
butx023	ramp
butx024	ramp
butx025	beach
buma026	Tam ïalej je len plá¾.
blbi001	...tee hee...
blbi002	...hee hee...
blbi003	...ha ha...
blbi004	...weeeee!
blbi005	Rrrrrroooom!
blbi006	...ha ha ha...
blbi007	...hoo hoo hoo...
blbi008	...hee hee hee...
blbi009	...wwwwweeee-heee
blbi010	...ahh haa...
blbi011	Tak! Si to!
blbi012	(píp)
blpu013	...tee hee...
blpu014	...hee hee...
blpu015	...ha ha...
blpu016	...weeeee!
blpu017	Rrrrrroooom!
blpu018	...ha ha ha...
blpu019	...hoo hoo hoo...
blpu020	...hee hee hee...
blpu021	...wwwwweeee-heee
blpu022	...ahh haa...
blpu023	Tak! Si to!
blpu024	(píp)
blma025	OK, zoberte deti a stretneme sa tu aj s loïou.
blmc026	S akou loïou?
blma027	No, pracujem na tom.
blmc028	OK, Manny.
blmc029	Verím vám.
blma030	Musím prís» na to, ako vystreli» tú loï, èo na¹iel Glottis.
blma031	Èo potrebujem, je obrovský bocian, ktorý by doniesol to ve½ké bejby priamo sem.
blma032	Kde len zo¾eniem loï?
blma033	(vzdych)
blma034	Stavím sa, ¾e Glottis by to vedel.
blbi035	Tamto je!
blpu036	Kde je loï?
blbi037	Sleèna Colomar povedala, ¾e pôjdeme loïou!
blpu038	Povedala, ¾e nejakú máte!
blma039	No, ja...
blmc040	Deti, buïte trpezlivé.
blmc041	Pán Calavera je milý èlovek. Práve sa nám sna¾í zohna» loï, OK?
blbi042	OK.
blpu043	OK.
blma044	S½ubujem, ¾e to teraz nebude tak dlho trva»!
blmc045	Glottis, som tak rada, ¾e »a vidím!
blgl046	Auu.
blma047	Je loï pripravená?
blgl048	Jasné! Naskoè...
blgl049	Poïme rozbi» trochu útesu!
blma050	V¹etko, èo teraz potrebujeme je spôsob, ako sa pretlèieme tým útesom!
blma051	Nemô¾em uveri», ¾e si ju opravil tak, ¾e je schopná pláva»!
blgl052	To bola tá ½ahká èas»!
blgl053	Sranda bude prebi» sa cez ten ve½kým koralovým útesom!
blma054	Prebi» sa cez ve½ký koralový útes, èo?
blma055	Náhodou mám nejaké ¾elezo hore na plá¾i, èo by »a mohlo zaujíma»...
blma056	OK, daj mi jednu-dve minútky.
bltx057	Glottis
blma058	Rados» vidie» ho opä» nad vodou.
blma059	Hej, dnes som ho u¾ riadne vzkriesil.
blma060	Pri¹iel si u¾ na spôsob, ako sa dostaneme cez ten útes?
blgl061	Nie. A ty?
blma062	Nie.
bltx063	Meche
blma064	Wow.
blma065	Tu¹ím som ju na slnku e¹te nevidel.
blma066	To nemusím robi». U¾ súhlasila, ¾e pôjde so mnou.
blma067	Ako sa vám páèi na¹a loï?
blmc068	Bude krásna, keï vyklepete nerovnosti a dostanete na èiaru ponoru.
blgl069	Flirtujete so mnou?
blma070	Prisahám, zo¾eniem pre nás loï.
blmc071	Vieme, Manny.
bltx072	ship
blma073	Èloveèe, to bola makaèka ju sem dosta»!
blma074	U¾ sa stalo.
blma075	Nemô¾em sa nalodi» bez ostatných!
bltx076	beach
cutx001	crane
cutx002	coral crusher
cuma003	Stavím sa, ¾e tieto ozruty by si pekne pohrali s tým útesom...
cuma004	...ale ako ich odtia½ dostanem?
cuma005	Hád¾u sem koral, aby ho rozdrtili...
cuma006	Buï to, alebo sú to tie najväè¹ie, najhrozivej¹ie vyzerajúce natáèky na vlasy aké som kedy videl.
cuma007	Nemám silu ich vytrhnú».
cuma008	Tieto veci sú nebezpeèné!
cuma009	Pomlelo by ma to na kostnú múèku!
cutx010	cabin
cutx011	ramp
cuma012	Tam dole je plá¾.
cutx013	ramp
vomc001	Manny! Vedela som, ¾e...
vomc002	Vedela som, ¾e...
vomc003	Preèo sú tie dvere zatvorené?
voma004	Uch, bol to jediný spôsob, èo som, ehm...
voma005	Ech... prievan?
vomc006	Ohhhhhh, ooohhhh...
voma007	Uch-och.
voma008	Och, Raoul...
voma009	Je mi to tak ½úto!
voma010	Gggggrrrrr...
voma011	Ahg!
voma012	Esa cosa je »a¾ká!
votx013	vault door
voma014	Èloveèe, Extra-drtiè a ja sme na tých dverách pekne zacvièili!
voma015	Myslím, ¾e som ich u¾ dos» muèil.
votx016	metal tab
voma017	Nejaký druh kovového kontaktu.
voma018	Vyzerá, ¾e som Extra-drtièom po¹kodil kontakty.
voma019	Mmmmm... nie.
voma020	Elektrický prúd mi rozkmitá kostnú dreò.
voma021	U¾ som to spravil z druhej strany.
votx022	drawers
voma023	Vyzerá to ako hàba záznamov z predchádzajúcich rokov »a¾by koralu...
voma024	Toto nemô¾e by» to, na èo je tento tajný trezor urèený...
voma025	V¹etky sú zamknuté...
voma026	Toto musia by» ve½mi, ve½mi háklivé záznamy o »a¾be koralu.
voma028	Hmm. Týmto sa tam neviem dosta».
voma029	Ha!
voma030	"Extra-drtiè", môj zadok!
votx031	drawers
votx032	drawers
votx033	drawers
votx034	suit of armor
voma035	Èloveèe, ½udia bývali za starých èasov OBROVSKÝ.
voma036	Nezdá sa mi, ¾e by mal rados» z nosenia na chrbte.
voma037	Meche?
voma038	Ste tam vo vnútri?
voma039	Je èas vyliez», Zlatko. Nemáme èas na schovávaèku.
voma040	Tá vec ROZHODNE nie je moja ve½kos».
voma041	Chce¹ kúsok z Calavera, obleèok?
voma042	Myslím, ¾e by to len zhodilo tú ¹karedú vec na mòa.
votx043	broadaxe
voma044	To musí by» "VE¼KÝ Sekáè".
votx045	door
voma046	Nemám pocit, ¾e to bude také ½ahké otvori» z tejto strany.
voma047	Toto by pre niekoho, kto by tu bol so mnou, nebol príjemne strávený èas.
votx048	secret door
voma049	Milujem tajné dvere!
vima001	Teraz u¾ len musíme poèka» kým sa celá miestnos» naplní a my sa u¾ len odplavíme!
vima002	No, toto ma sklamalo.
vimc003	Mòa nie. Nás voda nenad½ahèuje, spomínate?
vimc004	Och, u¾ zase!
vimc005	Ïakujem.
vimc006	Hej, toto je moja miestnos»!
vimc007	Choïte si míòa» vzduch vo svojej miestnosti!
vima008	Vïaka, ¾e ste ma nezastrelili.
vimc009	Pozrite, je mi ½úto...
vimc010	Mala som vám veri». Bolo to preto...
vimc011	Posledné dva roky boli dos» nároèné, viete.
vima012	Èo je v týchto kufroch?
vimc013	Pozrite sa.
vimc014	Sú to v¹etko lístky na Èíslo devä», èo Hector a Domino za tie roky nakradli.
vimc015	Ka¾dý ukradnutý dobrej du¹i, a teraz tu len...
vimc016	...tak le¾ia.
vima017	To je ono!
vimc018	Èo?
vima019	Len tak le¾ia! To je to, èo sa mi nezdalo!
vima020	Za èias, keï som bol vychýrený obchodník, stále som vídaval lístky na Èíslo devä»...
vima021	...a oni sa hýbu!
vimc022	Èo myslíte tým "hýbu"?
vima023	Sú aktivované prítomnos»ou ½udských du¹í a lístok, ktorý vám patrí, priletí rovno do va¹ej ruky.
vima024	Ale tieto lístky a tie v Charlieho kufríku vyzerajú ako...
vima025	...màtve.
vima026	A¾ po vás.
vimc027	A èo s kuframi?
vima028	Á, na nich nezále¾í!
vima029	Zabudnite na ne, sú falo¹né.
vima030	Aj tak by sa nezmestili cez túto dieru!
vima031	Poïme!
vitx032	suitcases
vima033	Preèo by Hector a Domino hromadili kufre s falo¹nými lístkami na Èíslo devä»?
vitx034	valve
vima035	"VÝSTRAHA: Po¾iarny systém, nedotýka» sa."
vitx036	Meche
vima037	Vyzerá by» mokrá.
vima038	Nezdá sa, ¾e by sa u¾ uk½udnila.
vima039	Viete, mohli sme zomrie» rovno v tomto trezore...
vimc040	Pekná predstava, ale my u¾ sme màtvi, spomínate si?
vima041	Vyzeráte, ¾e by ste ocenili peknú cestu po oceáne!
vimc042	Stále ste mojim cestovným agentom, he?
vitx043	drain
vitx044	vent
vima045	Ten vetrák je jediná úniková cesta, ktorú vidím.
vima046	Nedoèiahol by som na ten vetrák, ani keby som sa postavil na Mecheine plecia.
vimc047	Mimochodom, nedávalo by väè¹í zmysel, keby som sa postavila ja na va¹e plecia?
vima048	®artujete? Pozrite na va¹e podpätky!
vima049	S týmto to ani nedoèiahnem.
vitx050	sprinkler
vima051	Tento podomácky vyrobený rozpra¹ovací systém vyzerá, ¾e sa ide rozpadnú».
vima052	Nedoèiahnem tak vysoko.
vitx053	secret door
vima054	Na tejto strane nie sú a¾ také tajné.
luma001	Hoof!
luma002	Hff!
luma003	Raa!
luma004	Grrr!
luma005	Gaaah!
luma006	Baah!
luma007	Hrrr!
luma008	Ooof!
luma009	Fff!
luma010	Agg!
luma011	Ohhh!
luma012	Guuh!
luma013	Arrr!
luma014	Ahhh!
ludo015	Hoof!
ludo016	Hff!
ludo017	Raa!
ludo018	Grrr!
ludo019	Gaaah!
ludo020	Baah!
ludo021	Hrrr!
ludo022	Ooof!
ludo023	Fff!
ludo024	Agg!
ludo025	Ohhh!
ludo026	Guuh!
ludo027	Arrr!
ludo028	Ahhh!
luma029	Pozri, Dom, nebudem pre teba pracova»!
ludo030	Ó, niè si z toho nerob... má¹ padáka!
ludo031	Pova¾uj toto... za tvoje odstupné.
luma032	Po¹lem toto domino naspä» na kopu kostí.
luma033	Vie¹, volá¹ sa Domino, ale v skutoènosti si len pe¹iak.
ludo034	Prosím! Tieto vetièky z komiksov si nechaj a¾ keï zaène¹ vyhráva»!
ludo035	Ó, toto nevyzerá dobre pre to die»a!
ludo036	Èo vlastne robí¹ mimo svojho stola?
ludo037	Dobrá stratégia - v¾dy nechaj svojho ¹éfa vyhra».
ludo038	Presne ako keï si predával, Manny. Má¹ slabý útok a niè nedotiahne¹ do konca.
ludo039	Hej, prestanem hocikedy, keï bude¹ unavený!
ludo040	Len, prosím, zostaò teraz na zemi!
ludo041	Aspoò z Vianoènej party si vypadol skôr, ako si dostal nakladaèku!
ludo042	Má¹ dos»?
ludo043	Ó, prosím, Manny...
ludo044	Prestaò sa predvádza» pred tou dievèinou!
lutx045	octopus
luma046	To je ten najdivnej¹í periskop, aký som kedy videl.
luma047	Naozaj rad¹ej pou¾ívam klie¹te pri zdvíhaní chobotnièích oèí.
luma048	Hej spoma½, chobotnica!
luma049	Ide¹ príli¹ rýchlo!
lutx050	Domino
luma051	Domino je typ chlapa, èo trénuje box pod½a Oxfordských pravidiel...
luma052	...a keï príde na lámanie chleba, vytiahne britvu.
luma053	Nepoznám ¾iadne zápasnícke chvaty.
luma054	Nemám pocit, ¾e by moje ruky nieèo zmohli proti jeho kose.
tggk001	Nedávno...
tggk002	...ma nav¹tívil...
tggk003	...vták...
tggk004	...s ½udskou...
tggk005	...hlavou.
tggk006	Poznáte takého vtáka... Manuel Calavera?
tgma007	Nie. Odkia½ viete moje...
tggk008	On vás pozná...
tggk009	...a nechal pre vás tento...
tggk010	...odkaz.
tgma011	Musím ís» pre svojich priate½ov.
tggk012	Musí¹ ís» pre priate½ov...
tggk013	...a ich lístky.
tgtx014	note
tgma015	"Viem, o èo ti ide...
tgma016	Neustále »a sledujem.
tgma017	Poèkaj chví½u. Idem z teba osobne spravi» záhon!
tgma018	S pozdravom, Hector LeMans."
tgma019	Híjole.
tgma020	Myslím, ¾e toto je nieèo, èo by som si mal necha» pre seba.
tgma021	Myslím, ¾e by to tu vyvolalo e¹te väè¹í poplach...
tgtx022	Gate Keeper
tgma023	Vyzerá to dos» neokrôchane...
tgma024	..ale stavím sa, ¾e ten klobúk je naozaj hrejivý.
tgma025	U¾ teraz je dos» vysoko.
tgtx026	doorway
tgma027	Nevidím, kam vedie tento priechod.
tggk028	Vedie...
tggk029	...do èakárne èíslo dva.
tgma030	Nieèo ma tam nechce vpusti».
tggk031	To ja...
tggk032	...Strá¾ca Brány.
tgtx033	sign
tgma034	To ste vy prehodili tú výhybku priamo dole?
tggk035	®ijúci vlak robí...
tggk036	...èo robí.
tgma037	Mám pocit, ¾e ovládanie tej výhybky je nad moje sily.
tgtx038	track
tgma039	Toto sem urèite vedie a¾ z El Marrow!
tgma040	No, nie¾e by som sa BÁL alebo tak, ale existuje aj jednoduch¹ia mo¾nos» ako sa dosta» do stanice...
tgma041	...a nemienim ís» spä» do El Marrow pe¹o.
tgtx042	doorway
tgma043	Je tam ¾eleznièná stanica.
tgtx044	stairs
tgma045	Toto sú schody, ktorými sme sem pri¹li.
tgma046	Èo sa stalo tomu vlaku???
tggk047	Vá¹ osud...
tggk048	...sa nedá kúpi».
tgma049	Tomu nerozumiem. Preèo sú v¹etci zadr¾aní?
tggk050	Dostali lístky...
tggk051	...ktoré du¹a nesmie preda».
tgma052	Oni nepredali svoje lístky. O to sa sna¾í niekto iný!
tggk053	Prineste lístky...
tggk054	...to je v¹etko.
tgma055	Lístky sú v El Marrow. Ako sa tam èo najrýchlej¹ie dostanem?
tggk056	Tieto ko½ajnice...
tggk057	...sú u¾ tam.
tgma058	Môj priate½ je chorý. Mô¾ete nám pomôc»?
tggk059	Tisíce démonov...
tggk060	...zahynulo pri doruèení du¹í...
tggk061	...pri doruèení...
tggk062	...boli stvorení...
tggk063	..na ochraòovanie.
tgma064	Musím ís». Nie ste nijako nápomocný.
tggk065	Brána sa otvára...
tggk066	...brána sa zatvára...
tggk067	...nepomáha.
tgma068	No, vïaka za pomoc.
bsmc004	Manny!
bsma005	Èo sa stalo?
bsmc010	Choï sa pozrie» hore!
bstx001	door
bsma002	Vyzerá to ako stanica pre lanovku.
bstx003	stairs
bsma007	Tieto schody vedú hore k bráne.
bstx008	stairs
bsma009	Toto sú schody od parkoviska.
mym1050	...O Gran Demonio Roedor...
mym2051	...O Gran Demonio Roedor...
mygl052	Ooooooh-ohh...
myma053	Glottis!
mym1054	Vysly¹te meno vzne¹eného...
mym1055	...Glottis.
mym2056	Glottis.
myma057	Èo sa to deje?!
mym1058	Ko½ko dní nejazdil tento ve½ký démon?
